Customer_Index,Cluster,Churn_Probability,Recommendations
1295,0,0.9372,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
1296,0,0.9672,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
1297,3,0.8617,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1298,0,0.8157,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
1299,3,0.2328,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1300,0,0.7897,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
1301,3,0.735,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1302,0,0.8925,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount
1303,0,0.8641,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount
1304,3,0.6874,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
1305,3,0.8437,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1306,0,0.8159,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans
1307,2,0.5752,Provide personalized pricing / bundle offers
1308,3,0.6116,Promote yearly subscription plans | Recommend bundled services to increase value
1309,2,0.4252,Provide personalized pricing / bundle offers
1310,0,0.7674,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
1311,3,0.7819,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1312,3,0.7986,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1313,1,0.3612,Promote yearly subscription plans
1314,3,0.8657,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1315,2,0.3429,Provide personalized pricing / bundle offers
1316,3,0.4846,Promote yearly subscription plans
1317,3,0.421,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1318,3,0.9276,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1319,0,0.86,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
1320,0,0.8348,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
1321,0,0.8302,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
1322,0,0.8979,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1323,0,0.9088,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1324,0,0.7794,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
1325,3,0.5974,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1326,2,0.3009,Provide personalized pricing / bundle offers
1327,0,0.8118,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
1328,0,0.5713,Promote yearly subscription plans
1329,1,0.7066,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
1330,3,0.7131,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount
1331,3,0.8565,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1332,0,0.4605,Provide personalized pricing / bundle offers
1333,0,0.6491,Provide personalized pricing / bundle offers
1334,3,0.1385,Recommend bundled services to increase value | Promote Online Security + Tech Support package
1335,0,0.81,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
1336,3,0.711,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
1337,3,0.9114,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1338,3,0.0582,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1339,3,0.8961,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
1340,2,0.3792,Provide personalized pricing / bundle offers
1341,1,0.3444,Promote yearly subscription plans | Provide personalized pricing / bundle offers
1342,3,0.3139,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1343,3,0.9,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
1344,3,0.2856,Provide onboarding support & welcome discount | Recommend bundled services to increase value
1345,3,0.5968,Promote yearly subscription plans | Recommend bundled services to increase value
1346,0,0.9196,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
1347,2,0.32,Provide personalized pricing / bundle offers
1348,3,0.6968,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
